Grande Sector ID,Grande Sector,Section ID,Section,Division ID,Division,Group ID,Group,Class ID,Class,Establishments,Number workers,Empregados / Total empresas,RCA,PCI,Opportunity Gain,Relatedness,Distance
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A013","Produção de lavouras permanentes","A01326","Cultivo de uva",173,8038,46.46242774566474,11.258129469217398,-0.5665340722788696,0.3259537132393536,0.5064294012354407,0.49357059876455933
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A013","Produção de lavouras permanentes","A01334","Cultivo de frutas de lavoura permanente, exceto laranja e uva",1660,17761,10.699397590361446,6.214168444928463,-0.9586300270209078,0.5086931600944956,0.6408488622628189,0.3591511377371811
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A013","Produção de lavouras permanentes","A01342","Cultivo de café",1315,6465,4.916349809885932,3.026927672062945,-0.6515366928298588,0.3123613624201295,0.5861180271905293,0.4138819728094707
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A013","Produção de lavouras permanentes","A01351","Cultivo de cacau",2245,7206,3.2097995545657017,43.327781267158706,-1.2301695394909111,0.6581269469045818,0.6098728155757155,0.3901271844242845
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A013","Produção de lavouras permanentes","A01393","Cultivo de plantas de lavoura permanente não especificadas anteriormente",251,1539,6.131474103585657,0.6771213465469547,-1.240928616829789,0.6306628746538842,0.6161741957155885,0.3838258042844115
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A014","Produção de sementes e mudas certificadas","A01415","Produção de sementes certificadas",83,1225,14.759036144578314,0.8665427129274601,-0.7491018469616386,0.3445488554565206,0.5798537014055715,0.42014629859442854
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A014","Produção de sementes e mudas certificadas","A01423","Produção de mudas e outras formas de propagação vegetal, certificadas",76,568,7.473684210526316,2.2016367228044618,-0.517768150560828,0.24041709605687164,0.6087038545890164,0.39129614541098356
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A015","Pecuária","A01512","Criação de bovinos",8951,20913,2.3363869958663837,1.6179155307200106,-1.0904456885415803,0.6607542768002367,0.7066442539516364,0.29335574604836356
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A015","Pecuária","A01521","Criação de outros animais de grande porte",145,482,3.3241379310344827,1.7035377682529063,-0.6552298049160122,0.35112212038395557,0.6577077071301881,0.3422922928698119
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A015","Pecuária","A01539","Criação de caprinos e ovinos",161,387,2.4037267080745344,7.489240442826521,-0.7856693971490609,0.42475177976993816,0.6562384197758176,0.34376158022418235
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A015","Pecuária","A01547","Criação de suínos",75,879,11.72,0.9439059847935966,-0.5078216919610333,0.23127995918693378,0.6021333190854039,0.3978666809145961
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A015","Pecuária","A01555","Criação de aves",356,4312,12.112359550561798,0.9343693313726996,-0.7756568876002663,0.40537031130678314,0.6507855322656936,0.3492144677343064
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A015","Pecuária","A01598","Criação de animais não especificados anteriormente",276,421,1.5253623188405796,2.399010590676656,-0.8931832916502072,0.5126215916581274,0.6757328737155244,0.3242671262844756
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A016","Atividades de apoio à agricultura e à pecuária, atividades de pós-colheita","A01610","Atividades de apoio à agricultura",3183,7316,2.2984605717876216,0.609374181299113,-1.0605932187342415,0.6007410824725044,0.6771768617490453,0.32282313825095466
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A016","Atividades de apoio à agricultura e à pecuária, atividades de pós-colheita","A01628","Atividades de apoio à pecuária",859,1619,1.8847497089639116,0.6114471244733218,-1.1418410095188967,0.6592059794489138,0.6845459171865272,0.31545408281347276
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A016","Atividades de apoio à agricultura e à pecuária, atividades de pós-colheita","A01636","Atividades de pós-colheita",108,1186,10.981481481481481,1.0194151999516543,-0.8130441478060599,0.36053680640815766,0.5710266020068631,0.42897339799313694
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A01","Agricultura, Pecuária E Serviços Relacionados","A017","Caça e serviços relacionados","A01709","Caça e serviços relacionados",1,3,3,2.5299941357607754,0.6931418407227902,-0.002183624386426719,0.4379113224683118,0.5620886775316882
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A02","Produção Florestal","A021","Produção florestal - florestas plantadas","A02101","Produção florestal - florestas plantadas",325,3576,11.003076923076923,0.9645426267694089,-0.9846996159497474,0.5123591020557142,0.6318359232228916,0.3681640767771084
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A02","Produção Florestal","A022","Produção florestal - florestas nativas","A02209","Produção florestal - florestas nativas",47,52,1.1063829787234043,0.027865558380303745,-1.4017088676567675,0.6702558563619789,0.5587548369109689,0.44124516308903106
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A02","Produção Florestal","A023","Atividades de apoio à produção florestal","A02306","Atividades de apoio à produção florestal",169,5122,30.307692307692307,4.364178464242054,-0.8700560131835308,0.43528935447355765,0.6132864219845389,0.38671357801546113
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A03","Pesca E Aqüicultura","A031","Pesca","A03116","Pesca em água salgada",92936,18,0.00019368167340965827,0.2565000422138568,-0.5382051965354291,0.32291638207582424,0.4975792378309508,0.5024207621690492
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A03","Pesca E Aqüicultura","A031","Pesca","A03124","Pesca em água doce",97788,12,0.00012271444348999877,0.7859235603334468,-0.465431379831709,0.23625030036659547,0.5427699701142895,0.4572300298857105
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A03","Pesca E Aqüicultura","A032","Aquicultura","A03213","Aquicultura em água salgada e salobra",871,634,0.7278989667049368,3.9047082418457806,-0.9893650130774198,0.4850402775155178,0.5745556006129736,0.4254443993870264
1,"Agricultura","A","Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura","A03","Pesca E Aqüicultura","A032","Aquicultura","A03221","Aquicultura em água doce",1712,298,0.17406542056074767,2.3391505309580958,-0.9839984532807737,0.5263585640332816,0.6568247746977897,0.34317522530221034
2,"Indústria","B","Indústrias Extrativas","B05","Extração De Carvão Mineral","B050","Extração de carvão mineral","B05003","Extração de carvão mineral",0,0,0,0,0.5920325751045699,0.49952083448570694,0.30877313248841304,0.6912268675115869
2,"Indústria","B","Indústrias Extrativas","B06","Extração De Petróleo E Gás Natural","B060","Extração de petróleo e gás natural","B06000","Extração de petróleo e gás natural",34,3207,94.32352941176471,4.055046061840241,0.2919511240406635,-0.021278052953989823,0.5340494157119602,0.4659505842880398
2,"Indústria","B","Indústrias Extrativas","B07","Extração De Minerais Metálicos","B071","Extração de minério de ferro","B07103","Extração de minério de ferro",29,288,9.931034482758621,18.611515816032966,-0.718720362485992,0.4418738250323142,0.5626833431251014,0.4373166568748986
2,"Indústria","B","Indústrias Extrativas","B07","Extração De Minerais Metálicos","B072","Extração de minerais metálicos não ferrosos","B07219","Extração de minério de alumínio",1,0,0,0,-0.3528539769802159,0.33343984498323764,0.4539855852402715,0.5460144147597286
2,"Indústria","B","Indústrias Extrativas","B07","Extração De Minerais Metálicos","B072","Extração de minerais metálicos não ferrosos","B07227","Extração de minério de estanho",1,0,0,0,-1.2979582444226871,0.6453993969103152,0.5397629767231017,0.4602370232768983
2,"Indústria","B","Indústrias Extrativas","B07","Extração De Minerais Metálicos","B072","Extração de minerais metálicos não ferrosos","B07235","Extração de minério de manganês",40,26,0.65,0.05407673637520705,-0.9389563847371056,0.5791503984519386,0.455846016370003,0.544153983629997
2,"Indústria","B","Indústrias Extrativas","B07","Extração De Minerais Metálicos","B072","Extração de minerais metálicos não ferrosos","B07243","Extração de minério de metais preciosos",83,2754,33.18072289156626,6.949643611079074,-1.1866280536790161,0.6101939586756872,0.5721130985390225,0.4278869014609775
2,"Indústria","B","Indústrias Extrativas","B07","Extração De Minerais Metálicos","B072","Extração de minerais metálicos não ferrosos","B07251","Extração de minerais radioativos",1,270,270,32.45820093643615,-0.4061701658974734,0.4080077201149028,0.4527590861747374,0.5472409138252625
2,"Indústria","B","Indústrias Extrativas","B07","Extração De Minerais Metálicos","B072","Extração de minerais metálicos não ferrosos","B07294","Extração de minerais metálicos não ferrosos não especificados anteriormente",51,5048,98.98039215686275,12.380037696626824,-0.9341540343343854,0.5038514631846911,0.545414010295853,0.454585989704147
2,"Indústria","B","Indústrias Extrativas","B08","Extração De Minerais Não Metálicos","B081","Extração de pedra, areia e argila","B08100","Extração de pedra, areia e argila",1028,4821,4.689688715953308,1.2195611592335236,-1.04694059590767,0.6194026938101367,0.6823022241074812,0.3176977758925188
2,"Indústria","B","Indústrias Extrativas","B08","Extração De Minerais Não Metálicos","B089","Extração de outros minerais não metálicos","B08916","Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",32,382,11.9375,2.225330770045,-0.7271913011853868,0.4046490960264781,0.5291787465180827,0.4708212534819173
2,"Indústria","B","Indústrias Extrativas","B08","Extração De Minerais Não Metálicos","B089","Extração de outros minerais não metálicos","B08924","Extração e refino de sal marinho e sal-gema",2,9,4.5,0.7341273060432953,-0.5364142586256617,0.3539219739910992,0.5603511023215699,0.4396488976784301
2,"Indústria","B","Indústrias Extrativas","B08","Extração De Minerais Não Metálicos","B089","Extração de outros minerais não metálicos","B08932","Extração de gemas (pedras preciosas e semipreciosas)",47,194,4.127659574468085,14.332603562110231,-1.1346719459621315,0.5756441331458282,0.5572615398181272,0.4427384601818728
2,"Indústria","B","Indústrias Extrativas","B08","Extração De Minerais Não Metálicos","B089","Extração de outros minerais não metálicos","B08991","Extração de minerais não metálicos não especificados anteriormente",177,1939,10.954802259887005,6.408890498788038,-0.878641684071732,0.46311962522024286,0.6139435509129968,0.3860564490870032
2,"Indústria","B","Indústrias Extrativas","B09","Atividades De Apoio À Extração De Minerais","B091","Atividades de apoio à extração de petróleo e gás natural","B09106","Atividades de apoio à extração de petróleo e gás natural",49,2470,50.40816326530612,0.7712495339855798,-0.2600392577599845,0.31468842705701,0.47068067803380154,0.5293193219661985
2,"Indústria","B","Indústrias Extrativas","B09","Atividades De Apoio À Extração De Minerais","B099","Atividades de apoio à extração de minerais, exceto petróleo e gás natural","B09904","Atividades de apoio à extração de minerais, exceto petróleo e gás natural",87,254,2.9195402298850577,2.5283142592408634,-0.7880103461939286,0.39678734551186,0.5862076296716376,0.41379237032836236
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C101","Abate e fabricação de produtos de carne","C10112","Abate de reses, exceto suínos",104,5078,48.82692307692308,0.7329143571796765,-1.006246386948645,0.5391299512718296,0.656987268399778,0.34301273160022205
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C101","Abate e fabricação de produtos de carne","C10121","Abate de suínos, aves e outros pequenos animais",79,6711,84.9493670886076,0.49968203712158393,-0.1410963196464379,0.029807666063711616,0.5511278897552073,0.4488721102447927
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C101","Abate e fabricação de produtos de carne","C10139","Fabricação de produtos de carne",115,1868,16.243478260869566,0.925533723378586,-0.2172571197411406,0.08019351578111047,0.5897249271567433,0.4102750728432567
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C102","Preservação do pescado e fabricação de produtos do pescado","C10201","Preservação do pescado e fabricação de produtos do pescado",53,741,13.981132075471699,0.5587942477104856,-0.7358024954456087,0.35216836912014016,0.5468919084985849,0.45310809150141507
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C103","Fabricação de conservas de frutas, legumes e outros vegetais","C10317","Fabricação de conservas de frutas",210,1505,7.166666666666667,0.24131666844119076,-1.1397055505708902,0.5671065213072973,0.5803576409146702,0.41964235908532976
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C103","Fabricação de conservas de frutas, legumes e outros vegetais","C10325","Fabricação de conservas de legumes e outros vegetais",38,298,7.842105263157895,0.9067702815407587,-0.2117861428195087,0.11574864878861404,0.5351789399818012,0.4648210600181988
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C103","Fabricação de conservas de frutas, legumes e outros vegetais","C10333","Fabricação de sucos de frutas, hortaliças e legumes",147,1363,9.272108843537415,0.5386161631606178,-0.5535513005906589,0.29691405935083615,0.5188251551590474,0.48117484484095263
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C104","Fabricação de óleos e gorduras vegetais e animais","C10414","Fabricação de óleos vegetais em bruto, exceto óleo de milho",44,1194,27.136363636363637,0.3250133639565394,-0.814847127807076,0.36009284099972605,0.5572412704138567,0.44275872958614326
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C104","Fabricação de óleos e gorduras vegetais e animais","C10422","Fabricação de óleos vegetais refinados, exceto óleo de milho",14,423,30.214285714285715,0.08985687420899915,-1.135542980095616,0.46482940005134255,0.5270967454142422,0.47290325458575777
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C104","Fabricação de óleos e gorduras vegetais e animais","C10431","Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais",1,37,37,0.3305600969430058,-0.9687906422552027,0.6244136049350475,0.34949371864373346,0.6505062813562665
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C105","Laticínios","C10511","Preparação do leite",47,363,7.723404255319149,2.3032565370662326,-0.7840253821726764,0.37056652939810153,0.5733735884095537,0.42662641159044634
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C105","Laticínios","C10520","Fabricação de laticínios",300,3819,12.73,0.8229058212579373,-0.7851910733524761,0.4191129473038667,0.6553091209959271,0.3446908790040729
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C105","Laticínios","C10538","Fabricação de sorvetes e outros gelados comestíveis",333,1567,4.7057057057057055,0.5265227595213672,-0.8554050743020244,0.43948711585746864,0.6108079561391114,0.38919204386088857
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C106","Moagem, fabricação de produtos amiláceos e de alimentos para animais","C10619","Beneficiamento de arroz e fabricação de produtos do arroz",11,123,11.181818181818182,0.05343808454346952,-0.82458560520378,0.3754885833383699,0.5587610088176144,0.44123899118238563
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C106","Moagem, fabricação de produtos amiláceos e de alimentos para animais","C10627","Moagem de trigo e fabricação de derivados",9,2306,256.22222222222223,2.076474536077144,0.326788663752615,-0.04717364211803013,0.4706002741128972,0.5293997258871028
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C106","Moagem, fabricação de produtos amiláceos e de alimentos para animais","C10635","Fabricação de farinha de mandioca e derivados",45,106,2.3555555555555556,0.7823942870040798,-0.5996350126440414,0.290406713777007,0.5479687625068898,0.45203123749311025
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C106","Moagem, fabricação de produtos amiláceos e de alimentos para animais","C10643","Fabricação de farinha de milho e derivados, exceto óleos de milho",39,951,24.384615384615383,3.898523603226041,-0.4787295852295366,0.23275584665501106,0.5749722998085818,0.4250277001914182
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C106","Moagem, fabricação de produtos amiláceos e de alimentos para animais","C10651","Fabricação de amidos e féculas de vegetais e de óleos de milho",45,247,5.488888888888889,0.5668084383479624,-0.5258629740868823,0.2390127824450493,0.5341590583928734,0.46584094160712664
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C106","Moagem, fabricação de produtos amiláceos e de alimentos para animais","C10660","Fabricação de alimentos para animais",212,1971,9.297169811320755,0.7768293185732111,-0.6482485372750949,0.3392475237281427,0.6574163172372818,0.3425836827627182
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C106","Moagem, fabricação de produtos amiláceos e de alimentos para animais","C10694","Moagem e fabricação de produtos de origem vegetal não especificados anteriormente",53,829,15.641509433962264,0.8305824759242584,-0.32782715674562724,0.14603855361811094,0.5551897313953575,0.44481026860464246
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C107","Fabricação e refino de açúcar","C10716","Fabricação de açúcar em bruto",4,2684,671,0.2238234255044601,-0.1655239136976421,0.0817081736808319,0.5084210696462771,0.4915789303537229
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C107","Fabricação e refino de açúcar","C10724","Fabricação de açúcar refinado",7,317,45.285714285714285,2.2962598707813324,0.603808934399593,0.10836231857391992,0.3867858311193099,0.61321416888069
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C108","Torrefação e moagem de café","C10813","Torrefação e moagem de café",179,973,5.435754189944134,1.0940898178922305,-0.6248865034467759,0.3053535279371185,0.5936693249079447,0.40633067509205534
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C108","Torrefação e moagem de café","C10821","Fabricação de produtos à base de café",4,0,0,0,0.480585349468855,0.08197064401443493,0.4076992459975099,0.59230075400249
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C109","Fabricação de outros produtos alimentícios","C10911","Fabricação de produtos de panificação",2504,11012,4.39776357827476,1.8411305894836196,-0.8198799997375318,0.5001624397578458,0.6988793122935311,0.30112068770646894
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C109","Fabricação de outros produtos alimentícios","C10929","Fabricação de biscoitos e bolachas",213,2037,9.56338028169014,0.8403287910842311,-0.4589970827109351,0.22337937284173826,0.5511155062974687,0.44888449370253125
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C109","Fabricação de outros produtos alimentícios","C10937","Fabricação de produtos derivados do cacau, de chocolates e confeitos",131,2292,17.49618320610687,2.830542837828271,0.22891597837005595,0.0016506885192146548,0.47899215848002824,0.5210078415199717
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C109","Fabricação de outros produtos alimentícios","C10945","Fabricação de massas alimentícias",185,1563,8.448648648648648,0.47038620141253645,-0.33420936043907007,0.2403134167075392,0.49635967525755254,0.5036403247424475
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C109","Fabricação de outros produtos alimentícios","C10953","Fabricação de especiarias, molhos, temperos e condimentos",171,467,2.7309941520467835,8.390741327982333,-0.5320696751597156,0.2632347309665202,0.571470071274798,0.428529928725202
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C109","Fabricação de outros produtos alimentícios","C10961","Fabricação de alimentos e pratos prontos",195,397,2.0358974358974358,0.7969047699285152,-0.1830834650727981,0.07369256297872286,0.6063367500274283,0.39366324997257174
2,"Indústria","C","Indústrias De Transformação","C10","Fabricação De Produtos Alimentícios","C109","Fabricação de outros produtos alimentícios","C10996","Fabricação de produtos alimentícios não especificados anteriormente",282,1951,6.918439716312057,0.1760493489037526,-0.2705597017756312,0.15604371008125512,0.5359833189855855,0.4640166810144145
2,"Indústria","C","Indústrias De Transformação","C11","Fabricação De Bebidas","C111","Fabricação de bebidas alcoólicas","C11119","Fabricação de aguardentes e outras bebidas destiladas",98,298,3.0408163265306123,0.3429627274490933,-0.5879942616360389,0.3074572567402422,0.5674885481868337,0.4325114518131663
2,"Indústria","C","Indústrias De Transformação","C11","Fabricação De Bebidas","C111","Fabricação de bebidas alcoólicas","C11127","Fabricação de vinho",12,319,26.583333333333332,0.06005480314867812,-0.1927935721189333,0.3128058333273479,0.43903471032803587,0.5609652896719641
2,"Indústria","C","Indústrias De Transformação","C11","Fabricação De Bebidas","C111","Fabricação de bebidas alcoólicas","C11135","Fabricação de malte, cervejas e chopes",39,2348,60.205128205128204,1.2576472708336772,0.1288179710456484,0.08163115087232635,0.4573320720081122,0.5426679279918878
2,"Indústria","C","Indústrias De Transformação","C11","Fabricação De Bebidas","C112","Fabricação de bebidas não alcoólicas","C11216","Fabricação de águas envasadas",60,1272,21.2,1.8927903974011258,-0.8306515640080564,0.45315222787243115,0.6519142778863248,0.34808572211367517
2,"Indústria","C","Indústrias De Transformação","C11","Fabricação De Bebidas","C112","Fabricação de bebidas não alcoólicas","C11224","Fabricação de refrigerantes e de outras bebidas não alcoólicas",56,3076,54.92857142857143,1.5317238311746821,-0.21099431121056003,0.09886015594466929,0.5736660030178863,0.4263339969821137
2,"Indústria","C","Indústrias De Transformação","C12","Fabricação De Produtos Do Fumo","C121","Processamento industrial do fumo","C12107","Processamento industrial do fumo",3,671,223.66666666666666,1.8024877753594186,0.16832732405383846,0.007946836868784612,0.4591104322439284,0.5408895677560717
2,"Indústria","C","Indústrias De Transformação","C12","Fabricação De Produtos Do Fumo","C122","Fabricação de produtos do fumo","C12204","Fabricação de produtos do fumo",25,386,15.44,1.0591373557340444,0.013687231409547154,0.0818344658562882,0.46254821611243313,0.5374517838875669
2,"Indústria","C","Indústrias De Transformação","C13","Fabricação De Produtos Têxteis","C131","Preparação e fiação de fibras têxteis","C13111","Preparação e fiação de fibras de algodão",50,372,7.44,0.24395151678542473,-0.16916101776096085,0.16887075987203126,0.4760065930567827,0.5239934069432173
2,"Indústria","C","Indústrias De Transformação","C13","Fabricação De Produtos Têxteis","C131","Preparação e fiação de fibras têxteis","C13120","Preparação e fiação de fibras têxteis naturais, exceto algodão",49,1488,30.367346938775512,12.839099597874574,-0.17718003524975479,0.17092521912079994,0.4731286954671155,0.5268713045328846
2,"Indústria","C","Indústrias De Transformação","C13","Fabricação De Produtos Têxteis","C131","Preparação e fiação de fibras têxteis","C13138","Fiação de fibras artificiais e sintéticas",4,639,159.75,0.5860588573944917,1.325811297942605,-0.06863784262772649,0.3481523357490964,0.6518476642509037
2,"Indústria","C","Indústrias De Transformação","C13","Fabricação De Produtos Têxteis","C131","Preparação e fiação de fibras têxteis","C13146","Fabricação de linhas para costurar e bordar",1,65,65,0.06476935987024665,0.5550294267324503,0.1329373535190958,0.36063515195418955,0.6393648480458105
2,"Indústria","C","Indústrias De Transformação","C13","Fabricação De Produtos Têxteis","C132","Tecelagem, exceto malha","C13219","Tecelagem de fios de algodão",9,738,82,0.17453382478798957,0.3535899785024891,0.06785206334303945,0.420030189966885,0.579969810033115
2,"Indústria","C","Indústrias De Transformação","C13","Fabricação De Produtos Têxteis","C132","Tecelagem, exceto malha","C13227","Tecelagem de fios de fibras têxteis naturais, exceto algodão",9,245,27.22222222222222,6.5635937553052175,0.783347230835828,0.051346662866437576,0.35713267436608753,0.6428673256339125
