Atividade econômica,Bahia,Brasil,Rondônia,Acre,Amazonas,Roraima,Pará,Amapá,Tocantins,Maranhão,Piauí,Ceará,Rio Grande Do Norte,Paraíba,Pernambuco,Alagoas,Sergipe,Bahia,Minas Gerais,Espírito Santo,Rio De Janeiro,São Paulo,Paraná,Santa Catarina,Rio Grande Do Sul,Mato Grosso Do Sul,Mato Grosso,Goiás,Distrito Federal
"""N803 - Atividades de investigação particular""",6.647058823529412,0.03529411764705882,"","","","","",3.75,"","","","","",0.36363636363636365,"",0.125,-0.698019801980198,"","",0.5,"","","","","","","",""
"""K663 - Atividades de administração de fundos por contrato ou comissão""",5.125,0.09510961214165262,0.7272727272727273,"",-0.25,"",-0.12745098039215685,-0.4270833333333333,4,2,-0.2926829268292683,"",0.4,0.01904761904761905,-0.6,-0.06779661016949153,0.1480637813211845,0.7723577235772358,-0.16981132075471697,-0.06976744186046512,-0.25925925925925924,0.24731182795698925,-0.3333333333333333,"","","",-0.3333333333333333,18.5
"""C301 - Construção de embarcações""",2.402135231316726,0.15169047772965286,-0.3055555555555556,0.7471158283341024,0.4375,0.09345794392523364,"",0.29014084507042254,"",0.6,-0.16898440792246103,0.5,-0.3684210526315789,0.13991769547325103,0.8900973096737264,0.2675560030203876,0.06233538191395961,0.39751552795031053,0.15948184327882778,-0.8279702970297029,-0.6434108527131783,0.019736842105263157,"","","",0.023255813953488372,0.42857142857142855,-0.6
"""C322 - Fabricação de instrumentos musicais""",2,0.018666666666666668,"","","","",0.125,-0.14285714285714285,"",-0.5714285714285714,1,"","",0.03125,-0.26666666666666666,0.12162162162162163,0.013547840812870448,0.5151515151515151,0.06666666666666667,-0.05172413793103448,-0.3333333333333333,"","","","","","",""
"""P854 - Educação profissional de nível técnico e tecnológico""",1.6404235727440146,0.03008257403189066,0.07195121951219512,0.03904473085670963,0.17613776137761378,0.006463969355997127,0.06666666666666667,0.012368761685603337,0.012757320962597855,-0.03367003367003367,-0.04438964241676942,-0.009791400595998296,0.13741496598639455,-0.020238177187306396,0.0232813529540962,-0.009454232917920068,0.020624649115031174,-0.07928571428571428,-0.007680491551459293,-0.07772795216741404,-0.004945249028611798,-0.008935993349958437,-0.012108980827447022,0.08263473053892216,0.14336917562724014,0.10075566750629723,-0.03481392557022809,0.17796610169491525
"""O843 - Seguridade social obrigatória""",1.3350610884857461,0.12830292260795445,0.7257019438444925,0.4664804469273743,0.38579526508836276,-0.22916666666666666,-0.0018521948508983144,0.1716614090431125,0.12947189097103917,0.13703703703703704,0.04711300035423308,0.691358024691358,0.008695652173913044,0.13522884882108183,0.04809619238476954,-0.19105096317971226,0.06579105916375468,0.1383248730964467,0.027977044476327116,0.17189835575485798,0.13778529163144548,0.4445026178010471,0.14554973821989528,-0.5946547884187082,0.13,0.052083333333333336,0.4681647940074906,-0.0015174506828528073
"""C267 - Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos""",1,0.020671834625323,"",-0.07142857142857142,"","","",0.6744186046511628,"",0.05263157894736842,"","","",0.5,"",-0.3305785123966942,0.04819277108433735,0.028169014084507043,-0.23076923076923078,0.021739130434782608,"","","","","","","",""
"""C281 - Fabricação de motores, bombas, compressores e equipamentos de transmissão""",0.6834532374100719,0.04486944371670597,-0.7142857142857143,0.010810810810810811,0.17857142857142858,0.18181818181818182,-0.375,-0.07586206896551724,0.65,1.2307692307692308,0.2366412213740458,-0.3502824858757062,-0.6666666666666666,0.10081585081585082,0.2013888888888889,0.12712550607287448,0.027032987806799205,0.13674614305750352,0.031527173036607,0.07637934419791871,-0.07317073170731707,-0.3200636942675159,-0.07692307692307693,"","","",0.2222222222222222,0.6842105263157895
"""H525 - Atividades relacionadas à organização do transporte de carga""",0.5415606446140797,0.1580661726945932,-0.13793103448275862,0.18315722062119758,-0.2830470500373413,0.25796178343949044,-0.11475409836065574,0.1141732283464567,-0.2789473684210526,0.13315926892950392,1.6531862745098038,0.11440677966101695,2.3046875,0.28586564950201315,0.15031089483644228,0.14452091053467442,0.1006758659532526,0.010303687635574838,0.1703771849126035,0.15219611848825332,0.6276150627615062,-0.19480519480519481,0.40557006092254133,0.1111111111111111,1.1333333333333333,1.5483870967741935,-0.33076923076923076,-0.21797004991680533
"""C243 - Produção de tubos de aço, exceto tubos sem costura""",0.5147058823529411,0.0700697066511763,0.07142857142857142,0.23089983022071306,0.3333333333333333,-0.3485714285714286,"",0.17718446601941748,"","",-0.0375,-0.5,-0.10714285714285714,0.15191053122087605,0.45878136200716846,0.011969111969111969,0.010535368737905827,0.16417910447761194,0.04307116104868914,0.053857350800582245,-0.3,0.2671232876712329,"","","","","",1
